truck_state,load,decision,decision_score,outcome,future_state,regret,timestamp
"{'fuel_percent': 30, 'time_left_hours': 4.5, 'capacity_left_tons': 6}","{'load_weight_tons': 4, 'additional_time_hours': 0.8, 'profit_inr': 1140}",ACCEPT,17.06,"{'actual_profit_inr': 1097, 'delay_hours': 0.99, 'fuel_used_percent': 8}","{'time_left_hours': 3.7, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 22, 'time_left_hours': 3.7, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 1.7, 'profit_inr': 2728}",ACCEPT,17.81,"{'actual_profit_inr': 2586, 'delay_hours': 0.33, 'fuel_used_percent': 6}","{'time_left_hours': 2.0, 'capacity_left_tons': -1}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 34, 'time_left_hours': 3.1, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 1.2, 'profit_inr': 2167}",ACCEPT,8.0,"{'actual_profit_inr': 1925, 'delay_hours': 1.1, 'fuel_used_percent': 9}","{'time_left_hours': 1.9000000000000001, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 35, 'time_left_hours': 5.2, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 1.7, 'profit_inr': 1449}",REJECT,21.76,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 30, 'time_left_hours': 5.7, 'capacity_left_tons': 8}","{'load_weight_tons': 2, 'additional_time_hours': 1.6, 'profit_inr': 2161}",ACCEPT,16.1,"{'actual_profit_inr': 2111, 'delay_hours': 1.06, 'fuel_used_percent': 10}","{'time_left_hours': 4.1, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 46, 'time_left_hours': 3.4, 'capacity_left_tons': 4}","{'load_weight_tons': 3, 'additional_time_hours': 0.9, 'profit_inr': 2328}",REJECT,0.28,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.5, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 66, 'time_left_hours': 3.6, 'capacity_left_tons': 10}","{'load_weight_tons': 3, 'additional_time_hours': 1.0, 'profit_inr': 2566}",ACCEPT,14.07,"{'actual_profit_inr': 2525, 'delay_hours': 1.45, 'fuel_used_percent': 15}","{'time_left_hours': 2.6, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 52, 'time_left_hours': 2.9, 'capacity_left_tons': 2}","{'load_weight_tons': 3, 'additional_time_hours': 1.0, 'profit_inr': 1346}",ACCEPT,-14.73,"{'actual_profit_inr': 1238, 'delay_hours': 1.26, 'fuel_used_percent': 12}","{'time_left_hours': 1.9, 'capacity_left_tons': -1}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 31, 'time_left_hours': 5.0, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 597}",REJECT,-18.62,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.9, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 46, 'time_left_hours': 4.0, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 0.7, 'profit_inr': 990}",REJECT,15.89,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.3, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 52, 'time_left_hours': 5.1, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.4, 'profit_inr': 1608}",REJECT,-12.95,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.6999999999999997, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 60, 'time_left_hours': 3.9, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.1, 'profit_inr': 1657}",REJECT,25.44,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.8, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 79, 'time_left_hours': 5.7, 'capacity_left_tons': 2}","{'load_weight_tons': 2, 'additional_time_hours': 1.8, 'profit_inr': 547}",REJECT,29.02,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.9000000000000004, 'capacity_left_tons': 0}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 58, 'time_left_hours': 4.4, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 1.7, 'profit_inr': 2500}",REJECT,-3.69,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.7, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 33, 'time_left_hours': 4.1, 'capacity_left_tons': 5}","{'load_weight_tons': 2, 'additional_time_hours': 1.8, 'profit_inr': 1841}",ACCEPT,9.76,"{'actual_profit_inr': 1621, 'delay_hours': 1.15, 'fuel_used_percent': 5}","{'time_left_hours': 2.3, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 71, 'time_left_hours': 4.3, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 0.7, 'profit_inr': 2501}",REJECT,9.65,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.5999999999999996, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 41, 'time_left_hours': 4.0, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 2566}",REJECT,-18.46,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 35, 'time_left_hours': 3.7, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 2173}",ACCEPT,29.37,"{'actual_profit_inr': 2161, 'delay_hours': 0.69, 'fuel_used_percent': 8}","{'time_left_hours': 1.9000000000000001, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 20, 'time_left_hours': 2.5, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 1.5, 'profit_inr': 1984}",ACCEPT,21.43,"{'actual_profit_inr': 1825, 'delay_hours': 0.24, 'fuel_used_percent': 6}","{'time_left_hours': 1.0, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 30, 'time_left_hours': 3.6, 'capacity_left_tons': 9}","{'load_weight_tons': 1, 'additional_time_hours': 0.6, 'profit_inr': 2027}",REJECT,27.39,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0, 'capacity_left_tons': 8}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 46, 'time_left_hours': 2.3, 'capacity_left_tons': 3}","{'load_weight_tons': 2, 'additional_time_hours': 1.1, 'profit_inr': 2118}",ACCEPT,-4.31,"{'actual_profit_inr': 1962, 'delay_hours': 1.05, 'fuel_used_percent': 12}","{'time_left_hours': 1.1999999999999997, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 59, 'time_left_hours': 3.3, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.7, 'profit_inr': 2453}",REJECT,26.24,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.5999999999999999, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 42, 'time_left_hours': 2.9, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 0.7, 'profit_inr': 999}",REJECT,27.69,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.2, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 32, 'time_left_hours': 2.3, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 1.0, 'profit_inr': 2928}",ACCEPT,16.25,"{'actual_profit_inr': 2693, 'delay_hours': 0.97, 'fuel_used_percent': 7}","{'time_left_hours': 1.2999999999999998, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 22, 'time_left_hours': 3.2, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 0.7, 'profit_inr': 2349}",ACCEPT,9.77,"{'actual_profit_inr': 2145, 'delay_hours': 0.85, 'fuel_used_percent': 9}","{'time_left_hours': 2.5, 'capacity_left_tons': 8}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 62, 'time_left_hours': 2.5, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.7, 'profit_inr': 2122}",REJECT,-19.64,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.8, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 74, 'time_left_hours': 5.6, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.9, 'profit_inr': 1272}",REJECT,11.28,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.6999999999999997, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 47, 'time_left_hours': 5.5, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 1.8, 'profit_inr': 2235}",REJECT,-12.04,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.7, 'capacity_left_tons': 9}",0,2026-02-01T02:45:41.997090
"{'fuel_percent': 49, 'time_left_hours': 3.9, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 1.0, 'profit_inr': 1244}",ACCEPT,-19.6,"{'actual_profit_inr': 1084, 'delay_hours': 0.63, 'fuel_used_percent': 14}","{'time_left_hours': 2.9, 'capacity_left_tons': -1}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 53, 'time_left_hours': 2.8, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 1.4, 'profit_inr': 834}",ACCEPT,13.23,"{'actual_profit_inr': 832, 'delay_hours': 0.38, 'fuel_used_percent': 10}","{'time_left_hours': 1.4, 'capacity_left_tons': -2}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 77, 'time_left_hours': 4.8, 'capacity_left_tons': 7}","{'load_weight_tons': 2, 'additional_time_hours': 1.7, 'profit_inr': 2445}",REJECT,-7.9,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.0999999999999996, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 35, 'time_left_hours': 3.6, 'capacity_left_tons': 2}","{'load_weight_tons': 4, 'additional_time_hours': 0.6, 'profit_inr': 599}",ACCEPT,-0.99,"{'actual_profit_inr': 562, 'delay_hours': 0.09, 'fuel_used_percent': 14}","{'time_left_hours': 3.0, 'capacity_left_tons': -2}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 63, 'time_left_hours': 4.0, 'capacity_left_tons': 4}","{'load_weight_tons': 1, 'additional_time_hours': 0.6, 'profit_inr': 2919}",REJECT,25.67,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.4, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 31, 'time_left_hours': 3.1, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 1.9, 'profit_inr': 2070}",REJECT,12.9,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.2000000000000002, 'capacity_left_tons': 4}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 79, 'time_left_hours': 4.8, 'capacity_left_tons': 3}","{'load_weight_tons': 4, 'additional_time_hours': 2.0, 'profit_inr': 1112}",ACCEPT,-18.64,"{'actual_profit_inr': 1067, 'delay_hours': 0.44, 'fuel_used_percent': 15}","{'time_left_hours': 2.8, 'capacity_left_tons': -1}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 26, 'time_left_hours': 2.4, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 1.0, 'profit_inr': 1775}",REJECT,28.91,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.4, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 42, 'time_left_hours': 5.3, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 0.9, 'profit_inr': 2518}",ACCEPT,3.32,"{'actual_profit_inr': 2396, 'delay_hours': 0.82, 'fuel_used_percent': 15}","{'time_left_hours': 4.3999999999999995, 'capacity_left_tons': 8}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 35, 'time_left_hours': 4.0, 'capacity_left_tons': 9}","{'load_weight_tons': 2, 'additional_time_hours': 0.7, 'profit_inr': 503}",REJECT,-6.78,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.3, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 21, 'time_left_hours': 5.7, 'capacity_left_tons': 10}","{'load_weight_tons': 4, 'additional_time_hours': 1.3, 'profit_inr': 776}",REJECT,11.72,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.4, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 75, 'time_left_hours': 2.2, 'capacity_left_tons': 10}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 680}",REJECT,-3.04,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.1, 'capacity_left_tons': 9}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 56, 'time_left_hours': 4.6, 'capacity_left_tons': 9}","{'load_weight_tons': 2, 'additional_time_hours': 1.3, 'profit_inr': 2998}",ACCEPT,-14.66,"{'actual_profit_inr': 2749, 'delay_hours': 1.04, 'fuel_used_percent': 5}","{'time_left_hours': 3.3, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 56, 'time_left_hours': 3.0, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 1.5, 'profit_inr': 782}",ACCEPT,23.48,"{'actual_profit_inr': 744, 'delay_hours': 0.99, 'fuel_used_percent': 12}","{'time_left_hours': 1.5, 'capacity_left_tons': 0}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 48, 'time_left_hours': 2.8, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 1.1, 'profit_inr': 1596}",REJECT,19.22,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.6999999999999997, 'capacity_left_tons': 8}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 67, 'time_left_hours': 5.9, 'capacity_left_tons': 9}","{'load_weight_tons': 2, 'additional_time_hours': 0.5, 'profit_inr': 2585}",REJECT,-10.94,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 5.4, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 46, 'time_left_hours': 2.7, 'capacity_left_tons': 10}","{'load_weight_tons': 4, 'additional_time_hours': 0.7, 'profit_inr': 2748}",REJECT,-17.62,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.0, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 34, 'time_left_hours': 4.5, 'capacity_left_tons': 10}","{'load_weight_tons': 2, 'additional_time_hours': 1.4, 'profit_inr': 2558}",REJECT,-12.84,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.1, 'capacity_left_tons': 8}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 38, 'time_left_hours': 3.0, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 2192}",REJECT,29.63,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.9, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 53, 'time_left_hours': 2.8, 'capacity_left_tons': 10}","{'load_weight_tons': 3, 'additional_time_hours': 1.0, 'profit_inr': 2362}",REJECT,21.77,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.7999999999999998, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 43, 'time_left_hours': 3.4, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 1.7, 'profit_inr': 2573}",REJECT,11.46,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.7, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 77, 'time_left_hours': 2.2, 'capacity_left_tons': 2}","{'load_weight_tons': 1, 'additional_time_hours': 1.6, 'profit_inr': 501}",ACCEPT,-7.85,"{'actual_profit_inr': 435, 'delay_hours': 1.07, 'fuel_used_percent': 15}","{'time_left_hours': 0.6000000000000001, 'capacity_left_tons': 1}",1,2026-02-01T02:45:41.998088
"{'fuel_percent': 49, 'time_left_hours': 5.1, 'capacity_left_tons': 6}","{'load_weight_tons': 2, 'additional_time_hours': 1.5, 'profit_inr': 601}",ACCEPT,7.17,"{'actual_profit_inr': 573, 'delay_hours': 0.99, 'fuel_used_percent': 14}","{'time_left_hours': 3.5999999999999996, 'capacity_left_tons': 4}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 20, 'time_left_hours': 2.0, 'capacity_left_tons': 7}","{'load_weight_tons': 1, 'additional_time_hours': 0.8, 'profit_inr': 2687}",ACCEPT,17.2,"{'actual_profit_inr': 2659, 'delay_hours': 0.02, 'fuel_used_percent': 13}","{'time_left_hours': 1.2, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 78, 'time_left_hours': 5.3, 'capacity_left_tons': 5}","{'load_weight_tons': 3, 'additional_time_hours': 1.6, 'profit_inr': 971}",ACCEPT,-1.47,"{'actual_profit_inr': 817, 'delay_hours': 0.03, 'fuel_used_percent': 9}","{'time_left_hours': 3.6999999999999997, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 65, 'time_left_hours': 2.8, 'capacity_left_tons': 4}","{'load_weight_tons': 3, 'additional_time_hours': 1.8, 'profit_inr': 2738}",ACCEPT,-12.11,"{'actual_profit_inr': 2597, 'delay_hours': 0.79, 'fuel_used_percent': 11}","{'time_left_hours': 0.9999999999999998, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 75, 'time_left_hours': 4.4, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 0.5, 'profit_inr': 2040}",REJECT,-11.21,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 3.9000000000000004, 'capacity_left_tons': 0}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 78, 'time_left_hours': 2.6, 'capacity_left_tons': 7}","{'load_weight_tons': 4, 'additional_time_hours': 1.9, 'profit_inr': 1929}",REJECT,-18.73,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.7000000000000002, 'capacity_left_tons': 3}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 37, 'time_left_hours': 3.1, 'capacity_left_tons': 4}","{'load_weight_tons': 4, 'additional_time_hours': 1.7, 'profit_inr': 739}",REJECT,23.86,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.4000000000000001, 'capacity_left_tons': 0}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 37, 'time_left_hours': 3.3, 'capacity_left_tons': 5}","{'load_weight_tons': 1, 'additional_time_hours': 0.6, 'profit_inr': 560}",REJECT,-6.77,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.6999999999999997, 'capacity_left_tons': 4}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 71, 'time_left_hours': 2.9, 'capacity_left_tons': 9}","{'load_weight_tons': 3, 'additional_time_hours': 0.6, 'profit_inr': 2702}",REJECT,1.41,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 2.3, 'capacity_left_tons': 6}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 46, 'time_left_hours': 4.8, 'capacity_left_tons': 3}","{'load_weight_tons': 3, 'additional_time_hours': 0.8, 'profit_inr': 1235}",ACCEPT,-11.96,"{'actual_profit_inr': 1224, 'delay_hours': 0.17, 'fuel_used_percent': 15}","{'time_left_hours': 4.0, 'capacity_left_tons': 0}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 59, 'time_left_hours': 2.3, 'capacity_left_tons': 5}","{'load_weight_tons': 4, 'additional_time_hours': 1.6, 'profit_inr': 2226}",REJECT,0.02,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 0.6999999999999997, 'capacity_left_tons': 1}",0,2026-02-01T02:45:41.998088
"{'fuel_percent': 43, 'time_left_hours': 4.2, 'capacity_left_tons': 3}","{'load_weight_tons': 1, 'additional_time_hours': 1.6, 'profit_inr': 1346}",ACCEPT,27.42,"{'actual_profit_inr': 1337, 'delay_hours': 0.56, 'fuel_used_percent': 14}","{'time_left_hours': 2.6, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.999092
"{'fuel_percent': 80, 'time_left_hours': 2.7, 'capacity_left_tons': 8}","{'load_weight_tons': 1, 'additional_time_hours': 1.1, 'profit_inr': 2625}",REJECT,25.62,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 1.6, 'capacity_left_tons': 7}",0,2026-02-01T02:45:41.999092
"{'fuel_percent': 46, 'time_left_hours': 5.6, 'capacity_left_tons': 6}","{'load_weight_tons': 4, 'additional_time_hours': 0.7, 'profit_inr': 1586}",REJECT,-14.67,"{'actual_profit_inr': 0, 'delay_hours': 0, 'fuel_used_percent': 0}","{'time_left_hours': 4.8999999999999995, 'capacity_left_tons': 2}",0,2026-02-01T02:45:41.999092
"{'fuel_percent': 74, 'time_left_hours': 2.3, 'capacity_left_tons': 8}","{'load_weight_tons': 3, 'additional_time_hours': 0.6, 'profit_inr': 2794}",ACCEPT,-2.71,"{'actual_profit_inr': 2621, 'delay_hours': 0.29, 'fuel_used_percent': 8}","{'time_left_hours': 1.6999999999999997, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.999092
"{'fuel_percent': 38, 'time_left_hours': 3.1, 'capacity_left_tons': 9}","{'load_weight_tons': 4, 'additional_time_hours': 0.6, 'profit_inr': 1079}",ACCEPT,-15.37,"{'actual_profit_inr': 1005, 'delay_hours': 0.54, 'fuel_used_percent': 10}","{'time_left_hours': 2.5, 'capacity_left_tons': 5}",0,2026-02-01T02:45:41.999092
